id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,class
1149,301,6.94,3,469,2,345,5,628,21,229,1.41,36,68,449,97,289,97,299,98,214,77,0.86,499,104,48,38,132,192,40,15,6,9
1150,303,7.31,3,499,1,322,6,609,19,228,1.53,40,61,415,76,320,89,284,96,231,84,1,861,100,45,39,135,190,36,16,4,9
1151,304,6.75,4,460,1,338,4,562,22,218,1.39,38,57,357,90,299,98,295,93,216,84,0.94,448,106,44,39,120,215,35,15,3,9
1152,293,7.05,5,517,2,341,4,657,21,215,1.54,39,57,420,94,331,97,295,94,201,86,0.85,960,102,51,46,135,213,35,16,3,9
1153,302,7.03,3,458,3,321,5,617,19,219,1.62,40,73,402,84,312,94,271,91,200,85,0.83,789,102,44,42,106,195,37,17,4,9
1154,298,6.73,4,415,2,304,5,575,22,218,1.54,44,68,397,90,385,92,296,85,199,81,0.84,779,96,41,49,137,196,35,16,4,9
1155,302,7.11,5,397,2,361,5,633,24,229,1.56,40,70,357,83,294,97,284,95,214,80,0.87,705,100,53,47,135,205,34,15,3,9
1156,274,7.41,5,405,0,322,6,565,17,231,0.73,46,60,498,57,326,101,362,57,173,112,0.96,499,118,50,25,197,161,41,26,5,10
1157,283,8.86,6,478,2,356,5,550,15,272,0.83,44,68,395,58,288,80,332,57,186,113,0.89,529,106,42,24,196,167,40,23,4,10
1158,250,9.24,6,417,1,343,4,497,17,246,0.86,40,57,507,63,343,92,342,57,176,105,1.03,532,119,43,29,162,160,37,25,5,10
1159,249,9.92,5,410,0,345,5,543,18,253,0.8,34,80,467,47,295,103,355,48,192,108,0.97,519,109,40,26,191,173,40,29,5,10
1160,279,8.61,6,309,1,305,5,501,21,243,0.91,38,58,391,53,257,98,327,64,152,121,1.22,600,120,45,29,178,164,39,23,4,10
1161,279,7.66,5,308,0,336,5,572,18,266,0.89,42,61,424,57,335,108,355,42,154,109,1.07,525,128,50,26,184,167,41,26,4,10
1162,260,7.54,5,419,1,371,6,474,19,264,0.89,37,66,422,69,319,92,366,56,168,111,1.04,659,123,42,26,186,152,35,26,3,10
1163,286,8.3,5,301,2,352,5,495,20,231,0.87,42,66,433,55,315,101,353,47,175,103,1.15,547,111,51,27,188,160,39,24,3,10
1164,286,7.95,5,390,2,371,5,588,18,235,0.87,45,68,450,66,315,88,324,50,172,113,1.05,507,124,45,26,184,176,38,26,3,10
1165,274,8.67,6,380,0,329,5,626,19,234,0.96,36,59,446,70,320,89,352,51,194,104,1.08,446,111,44,29,199,170,39,25,5,10
1166,279,8.3,6,427,1,336,3,519,19,272,0.8,32,56,427,63,310,96,341,49,198,108,1.22,513,115,43,26,209,166,40,24,5,10
1167,271,8.25,5,324,1,320,5,502,17,233,0.98,37,58,487,60,261,105,362,52,184,105,1.06,432,111,43,25,188,158,38,24,5,10
1168,299,7.99,5,362,1,336,5,622,16,201,0.89,39,57,514,61,316,88,342,45,164,112,1.08,513,112,49,23,183,157,41,24,4,10
1169,274,7.03,5,327,1,330,6,526,17,280,0.84,44,62,429,53,353,98,321,55,190,113,1.08,586,130,46,23,173,156,37,22,6,10
1170,276,7.95,5,325,2,303,5,453,17,281,0.79,39,63,454,58,332,89,367,46,193,113,1.12,570,122,44,25,171,159,40,26,4,10
1171,244,7.91,5,344,1,346,6,492,16,241,0.92,45,60,395,53,323,102,365,48,175,106,0.97,462,115,43,31,181,171,38,29,4,10
1172,281,7.89,5,408,1,322,5,520,19,249,0.77,43,65,388,65,357,89,315,59,150,108,0.93,521,130,47,28,182,163,37,25,3,10
1173,267,8.13,5,477,2,377,6,596,18,251,0.92,39,56,449,52,322,86,333,55,167,102,0.94,549,114,48,26,184,165,38,26,4,10
1174,303,7.52,5,383,0,362,5,429,19,240,0.89,43,59,428,68,258,84,315,63,162,113,1.01,558,118,47,29,190,155,40,30,5,10
1175,271,7.35,5,429,1,349,6,572,20,255,0.89,43,59,438,48,304,96,335,59,163,100,1.03,547,126,44,27,157,169,37,24,4,10
1176,292,8.3,5,342,1,330,5,467,18,232,0.97,37,58,449,79,384,101,334,56,133,119,1.11,517,123,48,25,190,171,40,24,4,10
1177,288,8.82,4,418,1,372,5,518,16,239,0.98,41,60,380,62,297,104,306,46,179,119,1.1,507,117,53,26,192,144,37,26,2,10
1178,277,7.8,4,367,2,353,5,568,19,246,0.97,44,63,419,70,271,89,328,53,172,122,1.03,519,103,53,23,179,168,39,28,5,10
1179,268,9.02,6,369,1,341,5,540,17,244,0.97,34,56,461,58,346,97,311,45,182,113,1.01,505,114,42,23,190,154,40,24,3,10
1180,263,9.74,5,420,1,315,6,523,16,243,0.89,43,57,514,54,335,103,332,56,154,121,1.1,501,121,44,29,156,165,40,22,5,10
1181,268,9.02,5,434,0,326,6,467,16,255,0.9,38,62,468,58,310,94,326,46,178,117,1.04,381,113,49,23,193,158,39,24,3,10
1182,289,8.86,5,430,1,367,5,595,20,262,0.88,35,61,492,53,347,90,327,48,160,116,1.14,536,114,43,26,182,164,38,24,4,10
1183,274,9.14,5,416,2,359,6,507,17,250,0.9,44,57,437,62,324,94,338,58,154,102,1.08,578,124,49,29,187,161,42,24,3,10
1184,264,7.99,5,362,1,333,6,481,18,247,0.92,44,61,436,51,342,96,341,57,145,110,1.1,503,116,47,27,191,155,36,27,3,10
1185,258,7.68,6,403,1,361,5,579,16,230,0.82,42,62,425,57,354,108,339,51,192,116,0.92,505,101,49,30,164,149,39,25,4,10
1186,245,8.52,5,489,2,317,5,560,17,271,0.95,45,63,449,55,282,96,327,52,192,120,0.94,509,115,47,21,171,161,41,25,5,10
1187,272,9.18,6,365,1,357,6,499,18,231,0.83,42,61,457,60,311,92,317,50,172,113,1.13,560,130,43,26,177,173,38,27,5,10
1188,275,8.5,5,383,1,343,6,488,18,270,0.88,42,54,481,63,315,87,347,48,156,112,1.21,562,113,41,26,189,161,43,25,2,10
1189,263,8.61,5,388,1,302,5,519,18,265,0.99,36,55,422,65,295,106,337,44,173,105,0.98,586,109,48,25,177,174,38,23,4,10
1190,262,9.82,6,372,1,302,5,501,18,211,0.9,47,75,416,58,316,112,328,48,173,113,1.12,568,134,44,25,167,168,37,27,4,10
1191,293,7.33,6,430,1,321,5,540,15,288,0.88,46,60,470,55,324,95,328,50,132,107,1.13,434,108,42,26,157,173,40,25,4,10
1192,258,7.78,5,431,1,336,5,493,19,211,0.75,32,51,482,61,284,93,359,47,209,111,0.99,455,118,49,26,182,173,40,25,3,10
1193,265,8.61,5,347,1,345,6,483,18,248,0.88,46,60,412,52,341,86,314,56,172,109,1.17,484,121,50,25,168,158,39,27,3,10
1194,293,7.41,5,386,2,314,5,523,20,236,0.93,37,61,429,71,262,97,316,48,147,106,1.11,549,123,43,26,180,171,40,24,5,10
1195,276,7.35,4,342,2,324,6,487,16,273,0.96,42,63,415,61,325,91,336,49,180,99,1.15,572,115,46,26,166,158,38,25,3,10
1196,278,7.74,5,419,2,384,6,482,18,238,1.07,42,66,453,64,296,89,327,56,182,98,1.04,492,129,48,26,188,147,40,24,3,10
1197,287,8.48,5,371,1,352,5,481,16,238,0.89,40,59,436,66,342,104,342,54,180,113,1.14,462,124,47,22,187,150,38,25,2,10
1198,268,8.34,5,377,1,344,5,460,18,270,0.83,39,60,474,58,326,94,326,48,168,114,1.07,614,126,50,22,202,164,40,27,4,10
1199,254,9.14,5,357,1,338,5,530,20,264,0.84,37,58,428,56,287,106,326,49,181,117,1.04,632,136,47,25,189,151,37,22,3,10
1200,252,8.74,5,406,1,372,5,548,18,282,0.95,45,53,419,62,334,93,326,58,139,117,1.07,492,122,45,26,186,169,39,21,3,10
1201,254,8.61,5,460,0,375,4,535,18,259,0.88,40,55,467,59,328,92,328,57,200,104,0.92,538,115,46,26,192,159,37,23,4,10
1202,251,8.27,5,381,1,310,5,484,19,305,0.84,39,57,447,56,326,99,313,55,143,110,1.03,507,116,45,25,188,164,39,24,5,10
1203,290,7.41,5,377,1,346,5,556,18,291,0.94,44,59,436,61,338,84,336,51,171,114,1.05,383,108,49,26,188,162,37,24,4,10
1204,275,9.8,5,460,1,357,5,528,18,240,0.96,37,61,383,74,345,99,323,50,154,105,1.06,478,128,44,26,183,149,41,26,5,10
1205,277,7.78,5,413,2,354,5,511,20,245,0.92,39,64,468,52,355,113,328,43,194,112,1.06,640,107,44,27,170,159,38,27,5,10
1206,245,7.82,5,387,0,356,5,560,18,233,1,46,61,433,47,348,101,320,51,181,105,1,457,110,44,28,168,166,40,27,4,10
1207,264,7.74,5,414,1,366,5,534,17,266,0.83,39,57,448,60,287,97,309,65,164,118,1.08,536,109,49,26,191,161,39,23,4,10
1208,263,7.82,5,409,1,344,5,545,18,258,0.98,35,59,450,62,357,96,350,60,180,99,1.07,534,109,41,27,174,181,40,28,4,10
1209,280,8.34,6,316,1,361,5,516,18,260,0.98,38,53,514,70,307,104,350,46,165,116,1.17,415,120,47,27,186,173,39,25,4,10
1210,267,7.35,5,404,1,343,4,587,19,225,0.85,46,55,455,56,329,94,329,56,165,101,0.97,457,105,47,26,190,167,41,26,3,10
1211,277,8.44,6,395,1,344,5,533,17,258,0.94,38,63,462,54,291,98,324,49,202,106,0.91,473,120,46,50,178,164,41,24,5,10
1212,243,9.51,5,368,1,375,4,508,20,255,0.93,40,79,396,58,259,99,346,48,153,115,1.08,401,111,47,27,180,161,37,28,4,10
1213,260,7.5,4,466,1,337,5,506,18,255,0.9,35,64,423,55,298,86,339,58,161,101,0.96,494,108,44,25,186,149,40,28,5,10
1214,261,8.76,5,393,1,361,5,498,19,291,0.96,46,50,458,59,347,85,325,47,155,113,1.06,509,123,43,24,185,151,41,23,5,10
1215,257,8.78,4,450,2,334,5,554,16,255,0.84,39,57,415,75,340,82,319,42,189,104,1.13,538,102,45,56,186,150,37,24,3,10
1216,262,8.21,5,464,1,375,5,490,19,254,0.95,36,63,435,56,308,103,347,52,179,114,1.13,582,132,45,29,187,152,38,26,5,10
1217,255,7.78,5,361,0,297,5,545,19,224,0.81,38,60,471,61,308,97,320,54,172,120,1.11,473,112,45,23,184,161,40,26,4,10
1218,246,7.45,5,420,1,341,6,603,20,269,0.93,42,53,407,57,322,93,339,43,182,112,1.04,578,110,45,27,177,144,37,25,4,10
1219,269,7.84,4,400,1,360,5,445,15,245,0.91,39,58,391,50,328,92,328,46,157,112,1.09,511,129,44,51,188,163,41,24,4,10
1220,252,8.92,5,438,1,370,5,577,17,254,0.95,49,63,468,56,322,93,358,53,196,104,1.2,469,125,43,27,176,171,41,24,5,10
1221,282,7.66,4,353,0,322,5,559,16,243,0.82,43,58,392,59,335,86,329,49,194,109,0.99,519,116,48,28,198,159,40,28,6,10
1222,257,8.71,5,431,2,323,5,574,18,205,0.78,43,63,398,62,312,86,324,48,163,101,1.05,558,107,46,24,193,141,40,21,4,10
1223,259,8.06,4,460,0,319,6,548,16,251,0.88,33,57,439,53,313,93,320,59,188,117,1.07,422,127,46,25,190,164,37,24,2,10
1224,270,9.06,4,400,1,364,5,486,17,280,0.78,35,58,410,58,358,84,332,54,167,103,1,482,123,47,23,182,157,43,26,3,10
1225,258,8.04,5,414,1,341,5,528,15,253,0.86,33,70,450,58,308,100,314,46,157,116,0.98,590,117,48,27,197,154,41,21,4,10
1226,261,7.33,5,370,1,334,5,497,17,248,0.91,43,63,447,70,327,91,349,49,138,106,1.2,503,120,45,27,187,161,40,24,4,10
1227,267,8.23,5,387,1,371,4,573,15,266,0.84,42,60,396,63,340,98,323,58,151,99,0.9,465,112,45,25,180,143,39,24,3,10
1228,289,8.13,5,426,0,346,5,530,16,243,0.91,32,55,387,60,360,101,341,52,179,121,1.14,532,117,47,25,191,156,38,23,4,10
1229,259,9.44,5,410,1,347,5,453,16,233,0.81,40,76,407,58,306,93,323,56,201,117,1.2,434,113,48,29,193,153,38,26,4,10
1230,258,8.11,5,353,1,336,5,580,18,276,0.83,42,63,414,57,314,96,342,49,172,122,1.17,570,116,52,28,186,164,38,26,5,10
1231,279,8.17,4,404,1,324,5,593,16,248,1,41,58,440,61,312,104,338,41,184,110,0.97,551,117,45,27,199,161,39,23,4,10
1232,272,8.3,5,423,1,399,5,428,16,266,0.86,38,55,425,59,329,86,348,48,180,114,0.97,457,121,44,26,193,166,37,25,3,10
1233,281,9.18,5,394,1,347,5,536,16,257,0.98,41,66,385,60,300,87,357,43,167,114,0.84,606,133,49,27,184,152,41,27,4,10
1234,274,8.5,5,489,1,337,6,533,18,285,0.95,43,54,452,54,305,95,333,57,186,117,0.93,667,118,50,21,183,149,37,25,4,10
1235,287,9.51,5,376,0,371,5,535,18,247,0.84,40,59,521,51,323,88,337,59,164,119,0.89,618,128,43,24,171,170,38,24,3,10
1236,294,7.62,5,403,1,333,5,559,17,290,0.85,43,53,416,55,287,96,332,43,207,113,1.06,602,126,45,22,192,153,41,23,4,10
1237,250,7.43,5,387,1,391,5,534,15,272,1.07,39,57,445,52,331,106,323,51,172,109,0.91,499,113,50,28,200,169,39,23,5,10
1238,274,7.45,5,346,0,355,4,501,18,250,0.85,46,54,394,60,300,89,316,56,177,113,1,475,117,49,29,197,167,41,23,3,10
1239,276,8.21,5,433,1,322,5,493,17,216,0.85,33,62,482,60,319,106,340,50,175,124,0.95,436,123,45,25,173,144,36,28,4,10
1240,242,9.1,6,443,1,340,5,596,17,237,0.95,45,60,461,58,311,87,314,41,156,114,1.18,534,111,49,27,191,157,41,27,4,10
1241,279,9.06,5,392,1,322,5,579,18,261,1,38,61,392,66,328,96,343,54,181,122,1.17,543,122,45,26,191,163,41,28,4,10
1242,241,9.68,5,403,1,377,6,518,20,258,1.07,44,59,485,68,337,102,347,45,152,115,1.24,519,127,43,26,183,173,38,28,4,10
1243,254,7.58,5,409,1,328,5,428,17,225,0.84,41,59,431,63,318,108,346,49,206,114,1.25,505,120,47,26,199,179,34,27,3,10
1244,235,8.65,5,422,1,365,5,546,19,284,0.9,39,60,403,61,277,97,335,46,148,107,1.03,614,117,48,29,197,162,38,26,3,10
1245,294,8.9,5,415,1,338,5,523,21,239,0.94,37,57,385,60,303,103,341,55,149,116,0.99,432,121,42,22,199,157,36,23,3,10
1246,285,7.16,4,433,1,351,5,623,16,260,1,39,57,464,69,296,106,335,57,198,117,1.06,480,137,44,27,191,167,43,25,4,10
1247,291,8.21,5,403,1,362,5,453,16,214,0.89,31,59,444,61,332,101,341,52,171,107,1.08,424,127,43,26,189,172,36,24,5,10
1248,294,8.27,5,474,1,376,4,557,16,233,0.94,43,58,484,57,310,94,330,60,155,107,0.94,638,115,44,25,194,168,38,24,3,10
1249,271,9.18,5,420,1,322,5,637,19,245,0.88,48,61,416,58,324,98,360,60,176,112,1.1,484,126,45,27,203,167,39,24,4,10
1250,253,8.67,4,433,1,348,5,533,15,272,0.89,46,62,447,70,291,90,336,42,163,110,1.06,665,115,44,26,201,176,43,25,5,10
1251,254,8.06,4,413,1,351,5,571,15,248,0.89,34,62,435,60,374,107,351,61,181,107,0.9,545,115,50,25,186,152,38,23,3,10
1252,268,7.87,6,428,2,344,5,515,21,252,0.86,37,61,484,62,297,88,355,43,171,119,0.91,469,110,47,26,188,173,38,25,3,10
1253,285,9.06,5,400,1,315,5,567,21,245,0.92,44,65,421,57,303,87,359,54,172,113,1.07,507,112,51,25,177,161,43,23,5,10
1254,266,8.46,5,328,1,366,5,543,19,234,0.97,43,61,455,63,301,99,364,57,169,126,1.08,608,115,49,25,189,157,43,25,3,10
1255,270,8.67,5,363,2,374,4,495,18,242,0.94,47,58,489,79,331,89,342,45,151,115,1,501,133,46,28,178,150,39,22,3,10
1256,272,8.21,5,418,0,325,4,518,19,287,0.91,45,62,393,56,251,104,333,61,157,126,1.04,478,116,47,26,181,146,37,27,3,10
1257,245,7.58,5,365,1,328,6,556,21,246,0.88,45,62,411,60,329,80,323,55,198,116,1,478,124,39,24,200,165,37,23,5,10
1258,270,8.15,5,401,1,317,4,567,19,262,0.86,43,59,480,55,303,93,348,44,174,110,1.09,517,112,46,26,209,157,37,26,3,10
1259,254,7.31,5,366,0,340,4,556,17,245,0.94,41,57,454,64,290,100,315,40,161,107,1.18,566,113,46,25,170,164,38,23,5,10
1260,256,8.4,6,385,1,353,5,573,21,244,0.91,35,63,446,57,301,91,338,49,168,112,0.91,457,113,51,24,185,153,37,22,5,10
1261,250,8.92,5,392,1,399,5,485,20,258,1.05,38,65,440,68,310,113,341,58,202,107,1.16,503,119,46,27,191,157,39,20,5,10
1262,293,8.42,4,424,1,350,5,558,20,257,0.91,43,60,419,60,286,93,311,51,164,106,1.17,584,129,45,25,194,163,39,20,5,10
1263,278,8.3,5,418,1,341,4,598,19,236,0.94,41,57,444,61,344,113,336,53,183,111,1,465,99,48,23,177,165,38,29,2,10
1264,300,9.1,5,451,1,309,5,469,17,252,0.84,44,59,453,68,322,87,314,43,157,120,0.92,667,120,46,25,193,160,40,27,5,10
1265,286,8.67,5,314,1,351,6,529,19,271,0.94,43,57,410,71,257,104,323,56,168,106,1.19,527,125,47,27,172,174,41,25,4,10
1266,283,8.04,4,381,1,345,6,492,17,231,0.93,34,63,391,55,368,104,336,47,207,111,1.08,578,102,44,26,187,150,40,25,6,10
1267,283,8.11,5,435,1,316,6,490,21,263,0.86,34,63,392,59,372,85,347,50,192,112,1.06,597,123,44,30,171,164,37,22,3,10
1268,268,8.54,6,453,1,336,6,507,16,275,0.99,37,68,458,60,304,102,308,42,161,104,1.15,543,124,45,28,187,158,38,21,5,10
1269,284,9.96,5,369,0,367,5,602,17,270,0.86,45,77,392,57,263,85,315,51,169,113,1.07,521,121,42,26,200,161,40,26,5,10
1270,273,8.88,5,421,1,324,4,518,20,250,0.92,32,61,443,78,326,81,322,59,176,109,1.01,496,119,42,28,175,146,41,24,4,10
