id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,class
572,292,8.63,5,399,2,300,5,463,24,203,1.09,38,76,414,90,274,108,334,70,207,85,0.84,430,99,60,79,190,209,35,15,5,4
573,316,8.46,5,392,1,265,5,586,20,174,1.2,38,74,459,83,309,95,319,65,190,82,0.73,602,111,60,73,187,198,38,14,3,4
574,328,7.33,5,435,1,278,6,504,19,199,1.12,39,69,415,84,321,104,353,67,216,78,0.8,499,103,61,70,214,162,33,14,6,4
575,301,7.87,5,407,1,264,5,496,18,201,1.23,43,71,465,83,318,94,301,76,180,80,0.71,453,111,55,75,203,206,35,17,8,4
576,250,8.32,5,397,1,288,3,482,18,194,1.02,41,64,450,82,320,106,367,57,197,74,0.82,309,103,59,79,156,219,38,15,4,4
577,301,7.35,6,320,0,288,5,391,20,207,1.32,40,68,426,83,297,90,332,70,216,77,0.84,717,99,56,78,219,197,40,17,4,4
578,290,8.44,4,383,1,279,4,492,20,183,1.45,41,64,441,87,315,101,293,76,217,81,0.81,707,104,58,86,249,187,38,15,3,4
579,293,8.57,5,373,1,285,5,565,16,207,1.02,46,67,409,86,321,89,281,68,192,71,0.78,418,112,63,78,221,250,33,16,6,4
580,304,8.63,5,366,2,317,6,503,19,199,1.31,55,68,453,80,332,91,343,63,223,78,0.69,685,105,61,78,156,190,36,16,6,4
581,319,8.78,5,377,1,279,4,500,18,196,1.45,40,71,470,85,320,94,312,64,221,67,0.87,349,115,58,73,230,229,36,16,0,4
582,263,8.63,5,330,1,274,5,484,20,195,1.36,43,72,478,83,294,107,323,70,200,73,0.85,734,114,61,82,221,206,41,15,5,4
583,273,7.82,5,359,1,265,5,507,17,190,1.23,43,69,464,84,315,99,347,66,202,73,0.74,805,112,56,76,226,192,35,16,3,4
584,306,8.61,5,357,1,270,5,492,21,216,1.3,43,60,457,89,274,103,314,65,220,85,0.85,515,103,59,83,212,204,44,16,6,4
585,260,7.8,5,354,2,323,5,583,20,230,1.22,44,77,481,86,313,101,295,70,193,67,0.77,777,115,59,88,208,172,30,14,6,4
586,276,8.3,6,351,1,304,5,563,19,191,1.45,44,75,483,82,336,93,303,68,200,80,0.8,496,113,58,77,220,219,38,18,6,4
587,284,7.82,4,410,1,297,6,479,17,197,1.24,41,77,374,87,328,101,247,75,195,73,0.75,640,113,62,83,224,218,34,14,6,4
588,304,8.4,5,407,0,316,5,578,17,221,1.16,41,71,424,84,302,91,334,64,198,69,0.72,786,104,57,80,212,255,37,15,6,4
589,306,8.19,5,439,1,284,5,422,22,163,1.2,41,81,391,81,313,95,303,69,191,78,0.54,570,105,62,88,213,238,36,14,7,4
590,298,8.11,5,390,1,265,5,530,20,209,1.25,39,63,439,82,321,91,301,74,211,72,0.77,798,111,61,75,239,256,35,14,4,4
591,305,8.06,4,379,1,284,5,555,20,196,1.3,39,65,436,83,301,112,384,67,210,75,0.88,786,98,60,72,252,219,35,15,3,4
592,298,8.52,4,433,2,275,5,580,22,191,1.3,49,71,426,85,319,93,332,63,200,80,0.59,720,97,54,77,224,237,37,15,5,4
593,271,8.15,4,384,1,276,5,508,22,174,1.19,40,74,466,86,303,104,273,60,191,76,0.84,189,117,59,71,221,232,39,16,1,4
594,280,7.72,6,400,2,283,5,494,23,191,1.21,42,70,425,84,312,97,347,78,197,74,0.69,604,106,60,85,173,220,36,15,2,4
595,311,8.46,5,404,1,280,5,466,23,191,1.26,48,66,446,87,331,94,303,68,229,75,0.78,505,113,59,74,201,170,35,16,7,4
596,301,8.32,5,404,1,331,5,563,22,206,0.96,45,69,431,80,315,97,280,62,216,80,0.79,760,108,59,74,189,247,40,14,4,4
597,286,7.99,5,393,1,301,5,494,22,202,1.21,42,72,430,86,297,94,337,63,187,76,0.6,365,114,58,85,196,208,38,14,6,4
598,298,7.45,5,393,1,262,5,603,19,218,1.11,33,74,444,83,327,112,328,66,206,88,0.78,478,102,54,81,231,202,37,14,4,4
599,297,7.87,6,359,1,311,5,492,17,215,1.18,44,73,426,83,338,88,383,65,192,77,0.99,267,108,60,79,226,196,35,15,2,4
600,287,7.95,5,391,0,288,6,451,22,197,1.13,38,71,486,83,314,105,329,61,210,84,0.77,189,111,58,70,187,230,35,14,4,4
601,276,8.13,5,348,1,302,5,497,24,206,1.3,42,71,431,86,313,99,324,69,243,73,0.7,687,105,58,74,228,220,36,16,0,4
602,275,8.04,4,333,1,308,6,476,21,205,1.35,41,61,446,81,303,95,309,70,219,74,0.81,576,115,58,79,212,207,35,14,6,4
603,267,7.97,6,372,1,281,4,428,22,180,1.29,39,77,508,79,297,103,334,73,201,86,0.78,378,107,55,87,206,220,36,14,0,4
604,299,8.63,5,339,1,258,6,459,18,199,1.08,40,72,374,89,316,87,288,74,217,83,0.7,622,112,61,85,205,208,35,15,5,4
605,257,8.54,4,373,2,300,5,447,18,209,1.13,41,75,414,85,316,97,303,66,194,78,0.7,730,108,56,78,211,230,36,15,7,4
606,298,8.78,6,357,1,325,6,546,22,192,1.1,41,62,483,83,337,87,351,67,191,84,0.88,608,109,60,80,204,202,43,17,7,4
607,297,7.95,5,361,1,338,6,535,18,209,1.17,36,71,420,82,311,93,318,69,183,84,0.67,422,107,59,86,224,221,38,15,5,4
608,251,7.99,6,449,0,302,5,595,17,205,1.03,41,70,475,81,326,97,327,74,191,80,0.71,750,111,58,76,235,235,35,14,5,4
609,260,7.56,4,370,0,252,4,531,18,191,1.43,42,72,417,90,306,95,359,68,210,75,0.74,634,112,57,75,207,182,32,15,6,4
610,305,7.22,5,351,1,284,5,500,16,182,1.2,42,63,399,84,291,84,306,67,197,72,0.77,459,109,58,80,236,227,41,29,4,4
611,280,7.95,5,382,1,278,5,470,20,188,1.11,37,73,441,83,319,94,353,64,206,69,0.73,305,113,61,83,220,192,35,17,7,4
612,290,7.89,6,363,1,321,5,539,21,195,1.08,40,71,403,84,324,105,277,76,233,78,0.67,521,109,60,79,224,208,38,15,3,4
613,277,8.88,6,398,2,310,5,432,20,191,1.07,38,72,453,80,302,106,293,70,206,79,0.68,590,110,60,79,226,254,44,14,0,4
614,299,8.17,6,390,1,317,6,437,18,195,1.21,41,72,473,89,325,90,315,69,216,78,0.97,501,111,66,76,222,191,37,14,6,4
615,291,7.72,5,387,1,269,5,537,19,178,1.2,46,76,432,80,308,93,332,68,198,82,0.78,645,99,52,72,210,222,30,17,4,4
616,314,7.74,5,384,1,288,5,552,19,199,0.98,44,80,408,84,330,97,324,67,203,76,0.77,385,109,64,77,195,207,35,14,4,4
617,275,7.84,5,339,0,307,4,456,17,189,1.25,42,82,476,81,295,116,351,72,210,77,0.62,600,109,56,76,248,207,43,13,3,4
618,259,7.6,5,391,1,279,4,569,19,180,1.23,43,68,448,81,328,89,301,72,226,84,0.87,523,100,63,86,206,228,36,17,3,4
619,326,8.42,6,369,1,273,5,542,25,203,1.29,41,73,433,84,318,94,321,67,204,81,0.79,630,100,60,82,211,252,30,16,5,4
620,298,8.17,5,406,1,299,5,451,21,188,1.02,40,66,474,84,339,92,345,81,214,80,0.84,345,113,60,78,202,224,34,17,4,4
621,265,7.89,5,449,1,291,5,524,19,180,1.18,41,67,428,88,310,88,305,69,190,84,0.86,805,111,53,87,203,194,37,16,6,4
622,305,7.97,5,392,1,312,5,528,15,198,1.19,43,66,406,85,309,102,299,76,223,77,0.75,712,111,60,84,246,185,34,17,1,4
623,287,8.34,5,367,2,296,5,554,20,225,1.15,48,65,459,82,334,93,328,66,222,73,0.94,415,101,62,76,219,204,33,15,7,4
624,307,8.19,6,352,1,301,5,490,18,167,1.3,43,75,431,82,315,104,312,73,195,75,0.76,771,110,64,72,221,214,39,14,7,4
625,288,7.66,5,373,2,315,5,496,22,210,0.91,44,70,406,87,353,101,352,78,197,67,0.83,534,101,59,83,216,194,36,15,0,4
626,285,7.54,5,338,2,284,5,515,18,200,1.11,40,72,411,80,319,97,324,71,210,79,0.78,250,99,65,79,237,203,37,15,9,4
627,293,7.87,4,437,1,309,5,480,21,188,1.08,45,69,459,85,326,85,301,67,197,78,0.89,791,107,60,81,231,192,42,16,6,4
628,311,8.32,4,378,0,302,5,499,22,190,1.17,42,61,436,77,305,104,332,66,210,71,0.77,960,120,59,80,200,194,38,14,6,4
629,318,8.23,5,335,1,269,5,545,22,189,1.15,50,64,426,79,327,100,336,64,192,76,0.78,551,107,64,81,256,235,42,14,5,4
630,280,7.41,6,374,0,284,5,469,20,220,1.12,47,74,455,86,315,107,336,61,213,80,0.74,595,105,55,71,190,223,30,14,2,4
631,283,7.33,5,346,2,280,5,501,20,197,1.15,43,72,422,85,335,103,347,70,196,72,0.8,728,123,62,73,204,256,36,15,2,4
632,318,8.3,5,354,1,294,5,526,19,188,1.18,40,69,444,81,326,94,294,67,212,76,0.81,720,117,60,74,214,190,42,17,5,4
633,304,8.19,5,337,1,274,5,498,24,209,1.23,41,78,443,85,316,94,320,59,187,78,0.93,630,105,55,83,208,223,38,15,4,4
634,295,8.06,5,355,0,289,6,535,20,186,1.32,42,78,416,82,301,85,291,70,199,64,0.88,305,113,59,90,238,200,35,17,1,4
635,292,8.06,5,392,1,303,5,520,20,187,1.2,40,66,434,84,316,104,304,70,211,73,0.78,736,110,60,75,256,197,32,16,4,4
636,282,7.87,6,392,1,296,5,565,20,176,1.3,43,71,458,83,315,96,301,75,189,88,0.86,290,108,58,81,200,211,37,14,2,4
637,305,7.41,5,404,1,294,6,469,19,189,1.34,46,63,473,86,341,100,318,75,219,87,0.87,600,102,57,72,215,229,37,16,5,4
638,280,8.13,5,386,1,277,5,605,22,175,0.92,42,74,429,87,316,96,342,66,205,79,0.77,883,113,61,79,236,204,38,14,6,4
639,294,8.9,6,403,1,273,5,511,21,220,1.1,39,69,468,86,300,103,283,65,207,73,0.86,620,120,58,78,242,208,41,16,0,4
640,310,8.46,5,328,1,281,5,581,20,195,1.27,44,58,425,80,322,95,319,59,205,82,0.91,690,101,63,83,217,169,40,14,5,4
641,289,8.74,5,382,2,279,5,492,18,196,1.28,46,77,435,81,310,88,312,67,219,65,0.7,457,116,56,80,217,231,39,15,3,4
642,253,8.19,5,338,0,298,5,455,19,170,1.36,38,73,443,88,302,97,268,59,217,67,0.75,738,113,57,71,229,237,35,14,3,4
643,299,8.61,4,340,2,289,5,469,21,209,1.24,47,68,436,85,323,99,280,71,204,73,0.77,420,102,52,88,230,208,35,13,3,4
644,302,8.48,5,386,2,286,6,483,18,182,1.07,44,66,414,86,321,105,334,65,210,77,0.68,398,105,65,77,242,201,40,16,6,4
645,295,8.65,5,430,0,300,5,458,21,175,1.12,36,78,437,91,329,101,301,64,216,76,0.64,331,103,64,90,223,213,36,14,7,4
646,324,7.74,5,369,1,318,4,522,21,194,1.31,42,76,400,83,314,78,286,65,222,72,0.69,707,99,53,77,191,182,39,16,6,4
647,309,8.61,4,395,1,277,5,421,17,205,1.26,42,66,466,86,316,88,306,73,228,74,0.74,549,111,57,67,242,246,35,14,4,4
648,284,8.5,5,360,0,311,5,550,18,222,0.99,44,60,421,89,329,93,303,70,216,82,0.72,315,110,58,72,225,206,38,14,5,4
649,263,7.76,5,431,1,316,6,611,20,216,1.32,45,79,432,83,320,96,329,77,202,74,0.79,538,98,57,82,246,187,34,15,0,4
650,280,7.39,6,360,2,316,5,452,20,195,1.24,40,74,452,83,303,96,294,69,210,77,0.95,554,115,60,78,217,209,38,14,1,4
651,300,8.46,5,386,1,308,5,461,18,191,1.2,41,61,494,83,318,107,249,66,204,74,0.75,807,113,62,79,192,168,32,15,4,4
652,284,7.95,6,359,1,293,5,555,23,193,1.3,43,70,450,82,310,92,346,69,191,72,0.53,494,109,59,89,230,221,32,15,3,4
653,273,7.76,4,346,1,290,5,501,22,196,1.26,39,67,454,90,339,102,324,76,220,65,0.66,628,98,56,76,214,204,36,16,3,4
654,281,7.54,6,363,0,297,5,477,20,191,1.48,42,73,388,81,297,89,331,74,214,75,0.71,754,121,59,84,226,225,34,15,5,4
655,311,7.76,4,368,2,260,4,508,20,204,1.05,41,76,409,88,297,104,308,63,202,79,0.77,754,118,55,73,194,192,40,18,3,4
656,288,8.67,6,389,0,299,5,511,21,201,1.05,39,68,475,82,323,99,367,69,184,79,0.98,690,104,56,74,257,203,35,15,3,4
657,318,7.68,6,385,2,326,5,487,20,195,1,47,71,410,78,275,103,300,67,216,73,0.82,590,108,54,75,230,196,41,17,5,4
658,316,8.4,5,388,2,282,4,449,20,182,1.4,43,75,435,81,293,90,329,72,217,69,0.77,410,111,60,73,237,257,40,15,3,4
659,284,7.78,5,350,0,298,5,475,18,200,1.08,42,79,463,80,293,98,278,59,216,78,0.81,616,109,57,82,248,200,34,14,2,4
660,292,7.22,5,400,0,272,5,494,21,194,1.35,41,65,413,86,316,102,337,59,193,71,0.69,507,115,63,78,214,196,37,15,6,4
661,303,7.22,5,421,1,317,5,509,18,181,1.29,45,70,408,84,336,111,309,61,221,75,0.86,620,104,59,86,216,189,32,14,3,4
662,304,7.64,6,345,2,329,5,425,20,191,1.05,43,66,423,83,305,114,303,71,211,78,0.81,717,111,60,79,216,192,37,15,5,4
663,291,7.99,5,366,1,288,5,547,19,204,1.2,48,69,464,84,291,93,345,67,178,76,0.66,595,118,61,87,208,207,34,14,2,4
664,263,8.65,4,420,2,303,4,428,19,205,1.2,39,76,493,83,317,85,307,72,214,73,0.74,503,107,60,69,218,217,35,15,3,4
665,279,8.11,5,323,1,287,6,446,18,193,1.25,36,66,461,81,338,93,292,72,232,78,0.9,845,103,62,71,227,209,41,16,5,4
666,294,8.3,5,380,2,326,5,512,20,173,1.16,47,66,505,88,322,101,291,68,229,73,0.88,349,102,65,79,209,237,41,16,3,4
667,283,8.23,5,368,1,299,6,536,17,193,1.09,54,75,447,83,316,99,300,63,180,82,0.82,632,117,55,70,226,216,32,15,3,4
668,273,7.95,4,365,1,305,5,530,15,184,1.27,41,74,392,86,304,91,349,75,223,86,0.9,446,110,58,89,240,206,40,14,5,4
669,270,7.41,5,407,1,289,4,448,18,193,1.33,45,62,424,82,274,102,312,68,228,76,0.73,667,115,60,82,216,208,37,14,3,4
670,314,8.92,6,345,0,268,5,391,19,216,1.32,40,68,460,87,306,95,302,62,206,75,0.64,679,112,61,75,181,219,35,14,1,4
671,283,8.74,5,351,1,297,4,531,24,162,1.05,35,70,473,84,339,104,370,75,203,76,0.68,538,109,59,86,213,191,34,16,1,4
672,284,8.63,5,380,1,271,5,492,21,209,1.21,46,78,467,88,298,88,335,62,205,80,0.91,534,105,60,74,216,210,37,15,2,4
673,297,7.78,4,392,1,310,5,464,21,205,1.23,47,70,437,83,288,102,316,72,235,74,0.54,651,110,57,81,234,191,36,16,3,4
674,289,7.22,4,386,2,264,5,484,22,179,1.25,40,71,446,83,323,97,315,67,210,77,0.67,519,103,59,76,234,223,34,15,5,4
675,285,7.8,4,406,1,289,5,391,23,194,1.22,41,77,413,88,322,102,309,62,222,78,0.91,543,106,63,89,219,195,39,15,5,4
676,283,8.74,5,395,1,287,5,535,22,204,1.19,42,74,471,77,310,95,339,69,219,71,0.8,720,100,66,85,219,193,36,15,5,4
677,317,7.91,5,346,1,301,5,466,19,216,1.34,43,59,514,84,310,93,330,71,222,71,0.74,901,110,58,74,229,231,40,15,5,4
678,320,8.54,5,315,1,310,4,501,19,197,1.14,46,71,419,87,294,107,349,76,207,74,0.78,560,105,57,77,197,224,37,15,2,4
679,266,8.88,5,399,1,243,6,532,19,196,1.06,47,65,429,82,316,108,373,67,214,76,0.67,960,117,60,87,242,212,38,17,2,4
680,320,8.01,6,382,1,292,5,489,23,164,1.05,40,65,488,88,325,92,359,61,239,73,0.74,505,103,65,83,242,186,38,16,5,4
681,266,8.54,5,355,0,306,6,454,20,212,1.05,41,66,473,88,318,90,306,66,195,75,0.83,653,109,59,79,194,213,35,14,5,4
682,276,8.19,5,355,1,255,6,438,19,215,1.17,38,74,464,82,306,94,313,60,206,85,0.68,480,102,61,85,241,185,38,12,5,4
683,297,7.91,5,417,1,267,5,557,21,198,1.13,46,78,481,88,309,93,314,69,229,82,0.82,345,99,60,83,217,248,34,14,3,4
684,275,8.32,5,339,1,256,4,426,20,199,1.43,45,77,452,81,317,102,340,67,216,71,0.66,395,109,55,77,236,189,35,15,4,4
685,279,8.42,5,414,1,282,5,515,19,188,1.15,40,71,403,85,327,92,377,69,187,75,0.78,647,107,56,74,207,199,34,14,5,4
686,319,8.4,6,409,1,286,5,482,20,197,1.28,34,69,446,85,326,85,287,75,208,74,0.74,532,112,56,79,224,218,38,16,3,4
687,270,9.06,5,377,1,327,5,455,18,218,1.08,42,65,402,83,299,91,379,71,222,80,0.76,503,110,60,76,221,196,36,15,1,4
688,243,7.72,6,373,1,248,4,439,20,230,1.25,47,69,484,90,313,93,279,67,210,86,0.64,584,98,58,81,229,222,38,16,4,4
689,268,7.33,5,378,2,291,5,519,19,207,1.44,49,70,454,89,312,102,285,67,225,72,0.76,323,121,63,80,229,218,41,14,5,4
690,308,8.61,4,365,0,296,4,407,24,205,1.21,43,71,473,82,318,99,288,75,203,81,0.78,838,103,56,74,222,241,42,13,4,4
691,242,8.42,6,381,1,295,5,521,20,209,1.19,39,62,390,88,307,100,372,66,200,75,0.77,880,118,61,86,216,216,36,14,6,4
692,298,8.11,5,340,1,300,5,491,20,186,1.08,37,69,462,79,315,99,289,76,204,75,0.75,290,115,56,78,230,239,34,15,7,4
693,297,8.4,4,371,1,275,4,478,23,197,1.36,43,66,481,85,331,88,350,74,213,72,0.76,674,110,61,84,207,187,37,15,6,4
694,272,13.2,5,432,3,282,3,514,20,222,0.84,34,76,448,43,331,90,333,48,194,70,0.71,529,100,72,66,197,183,43,20,3,5
695,293,13.64,4,453,2,295,2,521,17,216,1.04,34,77,380,39,335,108,302,37,231,67,0.79,293,90,66,69,209,169,47,21,2,5
696,261,12.51,4,427,3,305,3,595,18,257,0.98,33,73,396,40,273,91,353,40,237,67,0.9,525,88,64,65,191,184,47,21,4,5
697,299,12.29,5,383,4,295,3,517,17,235,1.04,34,69,552,43,335,95,331,37,232,62,0.78,484,97,72,64,218,198,42,19,1,5
698,306,12.75,5,384,3,341,4,536,22,237,1.04,33,68,411,40,311,85,318,37,227,68,0.88,343,95,62,70,168,169,48,20,2,5
699,280,12.64,4,426,3,328,3,544,16,262,1.05,27,68,470,35,312,100,344,39,207,55,0.98,525,107,64,73,161,224,47,25,4,5
700,281,12.44,4,488,4,287,4,536,16,209,1.14,34,77,440,37,316,95,304,36,227,66,0.89,457,97,59,64,204,206,49,19,3,5
701,325,12.01,4,457,2,353,3,541,15,241,0.99,38,70,407,49,304,89,390,41,214,66,0.7,499,103,76,68,201,223,47,20,2,5
702,265,10.52,4,464,3,289,3,522,21,221,0.89,33,81,427,35,304,98,371,40,202,62,0.85,499,89,69,66,210,202,49,21,1,5
703,269,10.81,3,417,3,324,3,512,18,201,1.03,31,66,484,41,279,103,327,37,220,72,0.93,430,93,59,68,225,203,43,20,2,5
704,317,13.64,4,402,2,310,4,542,15,208,0.9,31,70,465,41,338,101,289,36,215,69,0.97,439,95,59,68,195,212,46,20,2,5
705,317,10.89,5,394,3,323,4,485,16,230,1.14,37,71,346,39,323,94,324,38,204,79,1.04,496,95,69,69,222,208,47,21,3,5
706,300,13.17,4,459,3,296,3,507,15,204,0.87,31,80,442,40,321,108,332,38,216,75,1.02,478,101,69,68,214,201,44,21,2,5
707,286,13.07,4,444,3,282,3,565,16,234,0.88,36,77,434,46,338,102,370,40,203,69,0.92,398,97,64,67,193,177,41,21,2,5
708,293,11.01,4,467,3,304,3,490,19,196,0.87,30,71,434,39,296,104,376,38,210,65,0.85,305,90,75,71,222,187,45,20,1,5
709,279,12.4,4,416,4,354,4,542,19,265,1.01,31,74,476,36,309,105,293,45,215,70,0.75,422,101,78,74,184,177,49,20,0,5
710,277,13.88,4,462,3,303,3,465,16,226,0.89,36,64,473,35,308,90,409,35,215,58,1.05,471,96,70,70,198,194,48,20,2,5
711,307,12.4,4,387,4,285,3,531,16,252,0.97,37,71,479,34,304,88,338,39,209,73,0.8,515,102,67,67,158,202,46,17,1,5
712,319,10.86,4,439,3,320,4,517,18,238,1.02,33,70,354,37,291,102,342,37,217,63,1.04,554,103,75,69,221,180,43,19,3,5
713,278,11.93,3,447,2,278,4,560,19,230,0.91,31,70,384,40,316,90,399,39,227,65,0.89,492,96,64,68,185,203,42,21,0,5
714,304,11.39,4,461,3,271,3,505,15,249,0.96,30,79,419,40,298,83,308,37,230,70,0.9,250,101,63,68,213,214,49,20,0,5
715,311,10.61,5,433,2,270,2,530,18,197,0.92,29,75,447,38,288,95,337,39,219,73,0.84,264,100,58,63,193,197,44,19,1,5
716,319,12.09,4,401,3,309,3,530,17,215,1.01,30,70,475,42,311,94,309,39,235,82,0.92,430,90,74,70,234,215,49,20,3,5
717,246,12.87,4,410,3,293,3,526,17,226,0.83,32,67,421,39,281,91,368,35,242,75,0.84,361,96,69,59,186,190,46,19,5,5
718,264,10.86,4,395,2,306,2,522,17,205,0.78,33,71,442,37,311,96,356,37,234,57,0.86,511,97,71,65,177,203,44,20,3,5
719,337,12.44,4,385,3,300,2,505,18,212,1.03,28,75,488,42,282,99,329,35,211,63,0.98,482,89,67,67,193,210,48,20,1,5
720,258,13.51,4,482,3,358,3,484,17,220,0.88,32,65,449,40,294,111,352,36,194,68,0.86,507,94,68,77,201,187,46,20,0,5
721,295,11.61,4,408,3,348,4,456,20,222,0.89,30,72,420,36,287,90,360,38,225,68,0.75,480,90,64,63,182,185,48,20,2,5
722,328,10.08,3,397,2,284,3,509,17,186,0.88,32,75,377,38,338,94,284,41,227,73,0.71,574,91,76,65,210,189,47,20,2,5
723,274,14.13,3,445,3,334,4,522,19,263,0.94,30,70,393,40,337,96,300,40,192,59,0.87,457,97,73,78,195,211,48,19,2,5
724,332,11.55,4,437,3,282,3,568,18,195,0.83,40,71,468,37,322,107,330,39,197,80,0.91,398,94,59,67,153,190,46,20,1,5
725,277,12.09,3,437,2,333,3,499,19,226,0.87,27,74,415,49,315,92,406,45,183,65,0.75,361,94,67,70,212,203,48,20,5,5
726,286,11.78,3,466,3,368,3,529,19,200,0.98,33,70,499,36,321,107,328,37,250,71,0.83,509,92,65,76,175,235,45,22,0,5
727,311,12.64,4,463,3,268,3,532,17,230,0.98,30,74,438,37,332,92,336,38,236,69,0.94,408,95,65,70,189,216,45,18,7,5
728,286,13.51,5,462,3,311,2,584,17,218,0.96,33,69,509,42,322,94,383,37,239,69,1.01,424,95,67,80,221,208,48,19,3,5
729,275,12.51,4,369,3,314,3,536,16,207,1.03,33,74,425,39,267,103,406,36,204,71,1.03,434,89,66,64,183,187,43,19,2,5
730,296,10.57,4,420,3,324,3,544,17,253,0.88,34,71,405,42,302,85,276,36,236,76,0.81,401,93,72,64,211,201,47,19,2,5
731,248,13.03,4,389,4,255,3,542,16,223,0.82,26,67,422,41,316,98,319,37,204,61,0.83,442,92,59,72,185,168,48,20,3,5
732,304,12.58,4,509,2,287,3,530,19,228,1.06,30,79,499,35,328,97,331,34,203,72,0.97,415,99,71,70,182,200,47,21,4,5
733,266,11.55,3,456,3,315,2,567,16,241,0.96,32,71,422,43,315,88,338,38,230,64,0.83,436,99,64,72,186,186,52,20,4,5
734,306,10.81,3,458,2,258,4,496,17,267,0.81,29,70,439,36,291,108,358,39,215,70,0.98,343,96,73,77,227,193,49,18,5,5
735,278,11.82,4,427,3,346,3,494,21,236,1.11,36,65,477,36,315,96,300,36,248,69,0.87,602,93,74,74,187,179,39,19,0,5
736,295,11.45,5,398,4,309,3,548,14,224,0.93,30,74,523,32,304,88,352,37,209,72,1.05,655,91,59,72,221,207,51,20,1,5
737,294,11.73,4,463,4,317,3,549,15,229,0.95,34,72,468,37,339,100,355,47,228,69,0.81,430,98,77,71,196,210,50,21,1,5
738,272,11.51,5,441,4,300,3,524,18,207,0.86,35,77,552,38,308,92,385,40,205,63,0.98,469,99,67,60,179,204,52,25,7,5
739,308,10.57,4,460,2,320,4,538,18,220,0.93,29,74,431,39,303,91,374,39,209,71,0.84,442,100,71,63,192,167,45,16,0,5
740,302,11.9,5,439,3,335,3,526,15,251,0.94,30,76,355,38,334,94,328,37,189,72,0.87,410,94,64,72,193,167,48,20,2,5
741,312,12.13,5,477,3,283,3,562,16,215,0.92,30,76,465,37,328,96,322,37,223,74,0.84,484,103,60,71,208,190,50,22,3,5
742,288,13.17,4,355,3,292,3,520,18,205,1.01,38,68,389,39,314,105,312,37,187,76,0.91,395,88,70,71,175,194,52,20,0,5
743,299,10.76,5,477,3,279,3,517,19,247,0.87,36,75,427,36,317,90,382,36,225,68,0.83,426,100,69,67,181,191,44,18,0,5
744,323,12.4,4,423,3,291,3,529,16,230,0.75,34,65,445,35,315,101,397,35,231,69,0.84,505,94,77,64,183,209,50,20,0,5
745,288,12.13,4,443,3,326,2,562,21,204,0.88,34,66,428,42,330,111,355,37,218,67,0.87,432,90,59,62,182,190,39,21,0,5
746,305,10.69,4,449,4,306,2,554,18,226,1,26,72,431,43,330,86,389,39,195,68,0.99,323,102,61,65,178,217,45,19,3,5
747,305,12.82,4,440,3,348,4,557,19,235,0.85,35,73,503,41,327,85,347,37,221,66,0.86,478,93,69,61,180,204,42,21,4,5
748,287,14.72,5,402,3,305,3,495,20,211,0.94,30,68,444,40,265,97,327,41,251,66,0.71,446,94,65,77,209,181,48,20,2,5
749,262,13.26,4,429,3,282,3,475,19,201,0.78,38,68,418,42,354,86,320,36,230,78,0.78,564,91,78,63,192,190,45,20,0,5
750,275,12.58,5,431,3,323,3,498,17,209,1.11,35,74,465,35,356,100,372,34,228,66,0.75,347,89,75,69,187,198,51,20,0,5
751,287,13.39,4,481,3,253,3,535,20,264,1.02,34,75,442,49,316,100,313,41,231,60,1.02,406,91,69,69,226,177,41,20,4,5
752,274,10.64,4,385,3,294,3,486,20,220,1.01,36,66,487,35,286,111,384,42,212,69,0.94,434,91,62,70,176,172,47,20,4,5
753,284,11.49,4,406,3,286,3,577,16,253,1.01,38,84,511,42,287,89,361,45,226,55,1,404,96,62,60,215,216,45,21,1,5
754,297,12.87,4,475,3,304,3,512,19,191,1.04,32,68,402,41,315,108,311,37,216,63,0.89,465,97,61,62,200,180,47,17,0,5
755,275,12.66,4,425,3,323,3,501,16,225,0.83,33,78,434,37,357,108,326,38,222,69,1.07,442,96,75,75,210,202,41,20,4,5
756,297,13,5,394,4,294,3,525,21,227,0.9,34,74,498,40,365,96,347,37,218,69,0.91,442,92,64,67,213,216,46,19,2,5
757,332,13.2,4,463,4,272,3,511,19,228,1.01,31,79,446,41,340,105,361,40,241,71,0.81,489,95,64,71,196,213,44,18,2,5
758,299,12.16,4,398,3,294,4,537,18,262,0.93,35,71,519,39,317,96,356,40,229,68,1.06,515,93,72,67,201,203,50,19,1,5
759,270,10.64,4,444,3,277,3,474,18,208,1.09,34,71,421,35,286,93,328,36,222,71,0.84,612,86,75,68,185,179,46,20,1,5
760,267,10.32,4,419,3,300,3,520,17,258,0.88,32,73,417,39,313,94,341,37,223,80,0.8,471,95,62,72,197,191,45,19,2,5
761,268,11.45,5,435,3,343,3,532,18,206,0.87,36,73,528,42,300,103,341,40,210,62,0.81,365,91,61,73,225,168,50,20,3,5
762,261,12.66,3,442,3,308,3,542,19,219,1,33,75,444,40,327,94,312,39,234,70,0.92,430,99,72,67,213,182,49,21,3,5
763,268,12.13,4,416,3,324,3,521,18,250,0.93,29,64,465,37,329,88,333,35,223,72,0.92,335,91,58,61,190,219,45,19,1,5
764,280,14.72,5,455,3,335,2,557,20,221,1.04,32,66,491,39,328,110,328,38,239,72,0.82,347,92,74,70,195,197,43,20,0,5
